"FinancialYear","HBR","HBRQF","AgeGroup","Sex","Dataset","DatasetQF","DischargeCount","DischargeCountQF","DischargeRates","DischargeRatesQF","PatientsCount","PatientCountQF","PatientsRates","PatientRatesQF"
"2002/03","RA2702"," ","40-64 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2702"," ","65plus years","Male","SMR01"," ","10"," "," ",":","10"," "," ",":"
"2002/03","RA2702"," ","65plus years","Female","SMR01"," ","10"," "," ",":","10"," "," ",":"
"2002/03","RA2701"," ","0-17 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2701"," ","0-17 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2701"," ","18-24 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2701"," ","18-24 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2701"," ","25-39 years","Male","SMR01"," ","20"," "," ",":","20"," "," ",":"
"2002/03","RA2701"," ","25-39 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2701"," ","40-64 years","Male","SMR01"," ","40"," "," ",":","30"," "," ",":"
"2002/03","RA2701"," ","40-64 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2701"," ","65plus years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2701"," ","65plus years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2704"," ","0-17 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2704"," ","0-17 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2704"," ","18-24 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2704"," ","18-24 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2704"," ","25-39 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2704"," ","25-39 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2704"," ","40-64 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2704"," ","40-64 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2704"," ","65plus years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2704"," ","65plus years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2703"," ","0-17 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2703"," ","0-17 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2703"," ","18-24 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2703"," ","18-24 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2703"," ","25-39 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2703"," ","25-39 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2703"," ","40-64 years","Male","SMR01"," ","10"," "," ",":","0"," "," ",":"
"2002/03","RA2703"," ","40-64 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2703"," ","65plus years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2703"," ","65plus years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2003/04","S08000015"," ","0-17 years","Male","SMR01"," ","50"," ","124.67"," ","50"," ","124.67"," "
"2003/04","S08000015"," ","0-17 years","Female","SMR01"," ","60"," ","154.93"," ","60"," ","154.93"," "
"2003/04","S08000015"," ","18-24 years","Male","SMR01"," ","50"," ","352.76"," ","40"," ","282.21"," "
"2003/04","S08000015"," ","18-24 years","Female","SMR01"," ","20"," ","142.6"," ","20"," ","142.6"," "
"2003/04","S08000015"," ","25-39 years","Male","SMR01"," ","90"," ","266.28"," ","70"," ","207.11"," "
"2003/04","S08000015"," ","25-39 years","Female","SMR01"," ","70"," ","189.13"," ","50"," ","135.09"," "
"2003/04","S08000015"," ","40-64 years","Male","SMR01"," ","210"," ","346.11"," ","140"," ","230.74"," "
"2003/04","S08000015"," ","40-64 years","Female","SMR01"," ","90"," ","138.49"," ","70"," ","107.72"," "
"2003/04","S08000015"," ","65plus years","Male","SMR01"," ","80"," ","302.66"," ","70"," ","264.83"," "
"2003/04","S08000015"," ","65plus years","Female","SMR01"," ","120"," ","317.65"," ","90"," ","238.24"," "
"2003/04","S08000016"," ","0-17 years","Male","SMR01"," ","30"," ","260.94"," ","30"," ","260.94"," "
"2003/04","S08000016"," ","0-17 years","Female","SMR01"," ","20"," ","179.45"," ","20"," ","179.45"," "
"2003/04","S08000016"," ","18-24 years","Male","SMR01"," ","10"," ","304.88"," ","10"," ","304.88"," "
"2003/04","S08000016"," ","18-24 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000016"," ","25-39 years","Male","SMR01"," ","20"," ","205.89"," ","20"," ","205.89"," "
"2003/04","S08000016"," ","25-39 years","Female","SMR01"," ","10"," ","98.56"," ","10"," ","98.56"," "
"2003/04","S08000016"," ","40-64 years","Male","SMR01"," ","40"," ","210.94"," ","30"," ","158.2"," "
"2003/04","S08000016"," ","40-64 years","Female","SMR01"," ","20"," ","101.93"," ","20"," ","101.93"," "
"2003/04","S08000016"," ","65plus years","Male","SMR01"," ","40"," ","452.49"," ","30"," ","339.37"," "
"2003/04","S08000016"," ","65plus years","Female","SMR01"," ","80"," ","674.31"," ","60"," ","505.73"," "
"2003/04","S08000017"," ","0-17 years","Male","SMR01"," ","10"," ","64.07"," ","10"," ","64.07"," "
"2003/04","S08000017"," ","0-17 years","Female","SMR01"," ","10"," ","67.07"," ","10"," ","67.07"," "
"2003/04","S08000017"," ","18-24 years","Male","SMR01"," ","10"," ","206.95"," ","10"," ","206.95"," "
"2003/04","S08000017"," ","18-24 years","Female","SMR01"," ","10"," ","220.95"," ","10"," ","220.95"," "
"2003/04","S08000017"," ","25-39 years","Male","SMR01"," ","10"," ","79.13"," ","10"," ","79.13"," "
"2003/04","S08000017"," ","25-39 years","Female","SMR01"," ","20"," ","148.29"," ","20"," ","148.29"," "
"2003/04","S08000017"," ","40-64 years","Male","SMR01"," ","40"," ","156.05"," ","30"," ","117.04"," "
"2003/04","S08000017"," ","40-64 years","Female","SMR01"," ","30"," ","111.64"," ","20"," ","74.43"," "
"2003/04","S08000017"," ","65plus years","Male","SMR01"," ","30"," ","235.28"," ","20"," ","156.85"," "
"2003/04","S08000017"," ","65plus years","Female","SMR01"," ","50"," ","301.15"," ","40"," ","240.92"," "
"2003/04","S08000019"," ","0-17 years","Male","SMR01"," ","20"," ","64.07"," ","20"," ","64.07"," "
"2003/04","S08000019"," ","0-17 years","Female","SMR01"," ","30"," ","100.14"," ","20"," ","66.76"," "
"2003/04","S08000019"," ","18-24 years","Male","SMR01"," ","10"," ","80.48"," ","10"," ","80.48"," "
"2003/04","S08000019"," ","18-24 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000019"," ","25-39 years","Male","SMR01"," ","30"," ","106.75"," ","20"," ","71.16"," "
"2003/04","S08000019"," ","25-39 years","Female","SMR01"," ","20"," ","65.98"," ","20"," ","65.98"," "
"2003/04","S08000019"," ","40-64 years","Male","SMR01"," ","70"," ","152.79"," ","60"," ","130.96"," "
"2003/04","S08000019"," ","40-64 years","Female","SMR01"," ","30"," ","62.73"," ","30"," ","62.73"," "
"2003/04","S08000019"," ","65plus years","Male","SMR01"," ","60"," ","329.15"," ","50"," ","274.29"," "
"2003/04","S08000019"," ","65plus years","Female","SMR01"," ","70"," ","273.35"," ","60"," ","234.3"," "
"2003/04","S08000020"," ","0-17 years","Male","SMR01"," ","30"," ","52.55"," ","30"," ","52.55"," "
"2003/04","S08000020"," ","0-17 years","Female","SMR01"," ","40"," ","74"," ","30"," ","55.5"," "
"2003/04","S08000020"," ","18-24 years","Male","SMR01"," ","30"," ","118.3"," ","20"," ","78.87"," "
"2003/04","S08000020"," ","18-24 years","Female","SMR01"," ","20"," ","83.97"," ","20"," ","83.97"," "
"2003/04","S08000020"," ","25-39 years","Male","SMR01"," ","90"," ","159.22"," ","70"," ","123.83"," "
"2003/04","S08000020"," ","25-39 years","Female","SMR01"," ","40"," ","71.76"," ","30"," ","53.82"," "
"2003/04","S08000020"," ","40-64 years","Male","SMR01"," ","220"," ","248.18"," ","150"," ","169.21"," "
"2003/04","S08000020"," ","40-64 years","Female","SMR01"," ","100"," ","114.5"," ","70"," ","80.15"," "
"2003/04","S08000020"," ","65plus years","Male","SMR01"," ","150"," ","441.29"," ","120"," ","353.03"," "
"2003/04","S08000020"," ","65plus years","Female","SMR01"," ","180"," ","384.71"," ","160"," ","341.96"," "
"2003/04","S08000022"," ","0-17 years","Male","SMR01"," ","40"," ","121.44"," ","40"," ","121.44"," "
"2003/04","S08000022"," ","0-17 years","Female","SMR01"," ","20"," ","64.09"," ","20"," ","64.09"," "
"2003/04","S08000022"," ","18-24 years","Male","SMR01"," ","40"," ","346.08"," ","40"," ","346.08"," "
"2003/04","S08000022"," ","18-24 years","Female","SMR01"," ","20"," ","218.99"," ","20"," ","218.99"," "
"2003/04","S08000022"," ","25-39 years","Male","SMR01"," ","80"," ","290.01"," ","50"," ","181.26"," "
"2003/04","S08000022"," ","25-39 years","Female","SMR01"," ","50"," ","174.25"," ","40"," ","139.4"," "
"2003/04","S08000022"," ","40-64 years","Male","SMR01"," ","300"," ","558.06"," ","210"," ","390.64"," "
"2003/04","S08000022"," ","40-64 years","Female","SMR01"," ","130"," ","239.05"," ","100"," ","183.89"," "
"2003/04","S08000022"," ","65plus years","Male","SMR01"," ","180"," ","795.79"," ","130"," ","574.74"," "
"2003/04","S08000022"," ","65plus years","Female","SMR01"," ","200"," ","651.49"," ","150"," ","488.62"," "
"2003/04","S08000024"," ","0-17 years","Male","SMR01"," ","60"," ","74.01"," ","40"," ","49.34"," "
"2003/04","S08000024"," ","0-17 years","Female","SMR01"," ","40"," ","51.7"," ","30"," ","38.78"," "
"2003/04","S08000024"," ","18-24 years","Male","SMR01"," ","20"," ","52.01"," ","20"," ","52.01"," "
"2003/04","S08000024"," ","18-24 years","Female","SMR01"," ","20"," ","49.24"," ","20"," ","49.24"," "
"2003/04","S08000024"," ","25-39 years","Male","SMR01"," ","80"," ","90.76"," ","60"," ","68.07"," "
"2003/04","S08000024"," ","25-39 years","Female","SMR01"," ","60"," ","64.8"," ","40"," ","43.2"," "
"2003/04","S08000024"," ","40-64 years","Male","SMR01"," ","280"," ","234.72"," ","200"," ","167.66"," "
"2003/04","S08000024"," ","40-64 years","Female","SMR01"," ","160"," ","127.67"," ","120"," ","95.75"," "
"2003/04","S08000024"," ","65plus years","Male","SMR01"," ","250"," ","528.32"," ","170"," ","359.26"," "
"2003/04","S08000024"," ","65plus years","Female","SMR01"," ","410"," ","596.52"," ","280"," ","407.38"," "
"2003/04","S08000025"," ","0-17 years","Male","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000025"," ","0-17 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000025"," ","18-24 years","Male","SMR01"," ","10"," ","1529.05"," ","10"," ","1529.05"," "
"2003/04","S08000025"," ","18-24 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000025"," ","25-39 years","Male","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000025"," ","25-39 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000025"," ","40-64 years","Male","SMR01"," ","30"," ","846.02"," ","20"," ","564.02"," "
"2003/04","S08000025"," ","40-64 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000025"," ","65plus years","Male","SMR01"," ","10"," ","687.29"," ","10"," ","687.29"," "
"2003/04","S08000025"," ","65plus years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000026"," ","0-17 years","Male","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000026"," ","0-17 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000026"," ","18-24 years","Male","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000026"," ","18-24 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000026"," ","25-39 years","Male","SMR01"," ","10"," ","444.25"," ","10"," ","444.25"," "
"2003/04","S08000026"," ","25-39 years","Female","SMR01"," ","10"," ","450.45"," ","10"," ","450.45"," "
"2003/04","S08000026"," ","40-64 years","Male","SMR01"," ","20"," ","513.08"," ","10"," ","256.54"," "
"2003/04","S08000026"," ","40-64 years","Female","SMR01"," ","20"," ","560.7"," ","20"," ","560.7"," "
"2003/04","S08000026"," ","65plus years","Male","SMR01"," ","10"," ","753.58"," ","0"," ","0"," "
"2003/04","S08000026"," ","65plus years","Female","SMR01"," ","10"," ","544.07"," ","0"," ","0"," "
"2003/04","S08000028"," ","0-17 years","Male","SMR01"," ","10"," ","353.48"," ","10"," ","353.48"," "
"2003/04","S08000028"," ","0-17 years","Female","SMR01"," ","10"," ","360.62"," ","10"," ","360.62"," "
"2003/04","S08000028"," ","18-24 years","Male","SMR01"," ","10"," ","1170.96"," ","10"," ","1170.96"," "
"2003/04","S08000028"," ","18-24 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000028"," ","25-39 years","Male","SMR01"," ","30"," ","1270.65"," ","20"," ","847.1"," "
"2003/04","S08000028"," ","25-39 years","Female","SMR01"," ","10"," ","428.27"," ","10"," ","428.27"," "
"2003/04","S08000028"," ","40-64 years","Male","SMR01"," ","80"," ","1673.64"," ","60"," ","1255.23"," "
"2003/04","S08000028"," ","40-64 years","Female","SMR01"," ","20"," ","445.34"," ","20"," ","445.34"," "
"2003/04","S08000028"," ","65plus years","Male","SMR01"," ","20"," ","922.93"," ","20"," ","922.93"," "
"2003/04","S08000028"," ","65plus years","Female","SMR01"," ","20"," ","639.8"," ","20"," ","639.8"," "
"2003/04","S08000029"," ","0-17 years","Male","SMR01"," ","30"," ","78.44"," ","30"," ","78.44"," "
"2003/04","S08000029"," ","0-17 years","Female","SMR01"," ","30"," ","81.11"," ","20"," ","54.08"," "
"2003/04","S08000029"," ","18-24 years","Male","SMR01"," ","10"," ","63.71"," ","10"," ","63.71"," "
"2003/04","S08000029"," ","18-24 years","Female","SMR01"," ","10"," ","63.27"," ","10"," ","63.27"," "
"2003/04","S08000029"," ","25-39 years","Male","SMR01"," ","20"," ","59.26"," ","10"," ","29.63"," "
"2003/04","S08000029"," ","25-39 years","Female","SMR01"," ","20"," ","55.71"," ","20"," ","55.71"," "
"2003/04","S08000029"," ","40-64 years","Male","SMR01"," ","80"," ","139.77"," ","60"," ","104.83"," "
"2003/04","S08000029"," ","40-64 years","Female","SMR01"," ","30"," ","50.08"," ","20"," ","33.39"," "
"2003/04","S08000029"," ","65plus years","Male","SMR01"," ","50"," ","210.09"," ","40"," ","168.07"," "
"2003/04","S08000029"," ","65plus years","Female","SMR01"," ","80"," ","235"," ","60"," ","176.25"," "
"2003/04","S08000030"," ","0-17 years","Male","SMR01"," ","20"," ","49.04"," ","20"," ","49.04"," "
"2003/04","S08000030"," ","0-17 years","Female","SMR01"," ","30"," ","76.7"," ","20"," ","51.14"," "
"2003/04","S08000030"," ","18-24 years","Male","SMR01"," ","20"," ","114.08"," ","20"," ","114.08"," "
"2003/04","S08000030"," ","18-24 years","Female","SMR01"," ","10"," ","58.64"," ","10"," ","58.64"," "
"2003/04","S08000030"," ","25-39 years","Male","SMR01"," ","30"," ","85.18"," ","30"," ","85.18"," "
"2003/04","S08000030"," ","25-39 years","Female","SMR01"," ","20"," ","52.96"," ","10"," ","26.48"," "
"2003/04","S08000030"," ","40-64 years","Male","SMR01"," ","80"," ","126.31"," ","70"," ","110.53"," "
"2003/04","S08000030"," ","40-64 years","Female","SMR01"," ","40"," ","60.16"," ","40"," ","60.16"," "
"2003/04","S08000030"," ","65plus years","Male","SMR01"," ","80"," ","270.13"," ","70"," ","236.37"," "
"2003/04","S08000030"," ","65plus years","Female","SMR01"," ","180"," ","430.13"," ","150"," ","358.44"," "
"2003/04","S08000031"," ","0-17 years","Male","SMR01"," ","40"," ","32.8"," ","40"," ","32.8"," "
"2003/04","S08000031"," ","0-17 years","Female","SMR01"," ","30"," ","25.8"," ","30"," ","25.8"," "
"2003/04","S08000031"," ","18-24 years","Male","SMR01"," ","40"," ","73.24"," ","40"," ","73.24"," "
"2003/04","S08000031"," ","18-24 years","Female","SMR01"," ","20"," ","35"," ","20"," ","35"," "
"2003/04","S08000031"," ","25-39 years","Male","SMR01"," ","280"," ","245.87"," ","210"," ","184.4"," "
"2003/04","S08000031"," ","25-39 years","Female","SMR01"," ","80"," ","63.86"," ","60"," ","47.89"," "
"2003/04","S08000031"," ","40-64 years","Male","SMR01"," ","750"," ","440.86"," ","580"," ","340.93"," "
"2003/04","S08000031"," ","40-64 years","Female","SMR01"," ","280"," ","154.92"," ","220"," ","121.72"," "
"2003/04","S08000031"," ","65plus years","Male","SMR01"," ","510"," ","736.08"," ","350"," ","505.15"," "
"2003/04","S08000031"," ","65plus years","Female","SMR01"," ","760"," ","709.19"," ","470"," ","438.58"," "
"2003/04","S08000032"," ","0-17 years","Male","SMR01"," ","20"," ","28.09"," ","20"," ","28.09"," "
"2003/04","S08000032"," ","0-17 years","Female","SMR01"," ","20"," ","29.31"," ","20"," ","29.31"," "
"2003/04","S08000032"," ","18-24 years","Male","SMR01"," ","20"," ","71.47"," ","20"," ","71.47"," "
"2003/04","S08000032"," ","18-24 years","Female","SMR01"," ","10"," ","36.75"," ","10"," ","36.75"," "
"2003/04","S08000032"," ","25-39 years","Male","SMR01"," ","160"," ","250.9"," ","110"," ","172.49"," "
"2003/04","S08000032"," ","25-39 years","Female","SMR01"," ","60"," ","86.65"," ","50"," ","72.21"," "
"2003/04","S08000032"," ","40-64 years","Male","SMR01"," ","320"," ","321.32"," ","210"," ","210.86"," "
"2003/04","S08000032"," ","40-64 years","Female","SMR01"," ","120"," ","111.92"," ","90"," ","83.94"," "
"2003/04","S08000032"," ","65plus years","Male","SMR01"," ","170"," ","451"," ","110"," ","291.82"," "
"2003/04","S08000032"," ","65plus years","Female","SMR01"," ","310"," ","563.49"," ","180"," ","327.19"," "
"2003/04","RA2702"," ","0-17 years","Male","SMR01"," ","10"," "," ",":","10"," "," ",":"
"2003/04","RA2702"," ","0-17 years","Female","SMR01"," ","10"," "," ",":","10"," "," ",":"
"2003/04","RA2702"," ","18-24 years","Male","SMR01"," ","10"," "," ",":","0"," "," ",":"
"2003/04","RA2702"," ","18-24 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2003/04","RA2702"," ","25-39 years","Male","SMR01"," ","10"," "," ",":","10"," "," ",":"
"2003/04","RA2702"," ","25-39 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2003/04","RA2702"," ","40-64 years","Male","SMR01"," ","20"," "," ",":","20"," "," ",":"
"2003/04","RA2702"," ","40-64 years","Female","SMR01"," ","10"," "," ",":","10"," "," ",":"
"2003/04","RA2702"," ","65plus years","Male","SMR01"," ","10"," "," ",":","0"," "," ",":"
"2003/04","RA2702"," ","65plus years","Female","SMR01"," ","10"," "," ",":","10"," "," ",":"
"2003/04","RA2701"," ","0-17 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2003/04","RA2701"," ","0-17 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2003/04","RA2701"," ","18-24 years","Male","SMR01"," ","10"," "," ",":","10"," "," ",":"
"2003/04","RA2701"," ","18-24 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2003/04","RA2701"," ","25-39 years","Male","SMR01"," ","20"," "," ",":","20"," "," ",":"
"2003/04","RA2701"," ","25-39 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2003/04","RA2701"," ","40-64 years","Male","SMR01"," ","40"," "," ",":","30"," "," ",":"
"2003/04","RA2701"," ","40-64 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2003/04","RA2701"," ","65plus years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2003/04","RA2701"," ","65plus years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2003/04","RA2704"," ","0-17 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2003/04","RA2704"," ","0-17 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
