"FinancialYear","HBR","HBRQF","AgeGroup","Sex","Dataset","DatasetQF","DischargeCount","DischargeCountQF","DischargeRates","DischargeRatesQF","PatientsCount","PatientCountQF","PatientsRates","PatientRatesQF"
"2001/02","S08000024"," ","65plus years","Male","SMR01"," ","200"," ","431.09"," ","150"," ","323.32"," "
"2001/02","S08000024"," ","65plus years","Female","SMR01"," ","370"," ","536.59"," ","250"," ","362.56"," "
"2001/02","S08000025"," ","0-17 years","Male","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2001/02","S08000025"," ","0-17 years","Female","SMR01"," ","10"," ","473.48"," ","10"," ","473.48"," "
"2001/02","S08000025"," ","18-24 years","Male","SMR01"," ","10"," ","1677.85"," ","0"," ","0"," "
"2001/02","S08000025"," ","18-24 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2001/02","S08000025"," ","25-39 years","Male","SMR01"," ","10"," ","517.33"," ","10"," ","517.33"," "
"2001/02","S08000025"," ","25-39 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2001/02","S08000025"," ","40-64 years","Male","SMR01"," ","20"," ","594.53"," ","20"," ","594.53"," "
"2001/02","S08000025"," ","40-64 years","Female","SMR01"," ","10"," ","298.24"," ","10"," ","298.24"," "
"2001/02","S08000025"," ","65plus years","Male","SMR01"," ","10"," ","726.74"," ","10"," ","726.74"," "
"2001/02","S08000025"," ","65plus years","Female","SMR01"," ","10"," ","541.42"," ","10"," ","541.42"," "
"2001/02","S08000026"," ","0-17 years","Male","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2001/02","S08000026"," ","0-17 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2001/02","S08000026"," ","18-24 years","Male","SMR01"," ","10"," ","1156.07"," ","0"," ","0"," "
"2001/02","S08000026"," ","18-24 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2001/02","S08000026"," ","25-39 years","Male","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2001/02","S08000026"," ","25-39 years","Female","SMR01"," ","10"," ","441.5"," ","10"," ","441.5"," "
"2001/02","S08000026"," ","40-64 years","Male","SMR01"," ","20"," ","524.38"," ","20"," ","524.38"," "
"2001/02","S08000026"," ","40-64 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2001/02","S08000026"," ","65plus years","Male","SMR01"," ","10"," ","797.45"," ","0"," ","0"," "
"2001/02","S08000026"," ","65plus years","Female","SMR01"," ","10"," ","545.85"," ","10"," ","545.85"," "
"2001/02","S08000028"," ","0-17 years","Male","SMR01"," ","10"," ","352.11"," ","10"," ","352.11"," "
"2001/02","S08000028"," ","0-17 years","Female","SMR01"," ","10"," ","357.53"," ","10"," ","357.53"," "
"2001/02","S08000028"," ","18-24 years","Male","SMR01"," ","10"," ","1161.44"," ","10"," ","1161.44"," "
"2001/02","S08000028"," ","18-24 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2001/02","S08000028"," ","25-39 years","Male","SMR01"," ","20"," ","795.86"," ","10"," ","397.93"," "
"2001/02","S08000028"," ","25-39 years","Female","SMR01"," ","20"," ","824.74"," ","10"," ","412.37"," "
"2001/02","S08000028"," ","40-64 years","Male","SMR01"," ","60"," ","1277.68"," ","40"," ","851.79"," "
"2001/02","S08000028"," ","40-64 years","Female","SMR01"," ","10"," ","229.25"," ","10"," ","229.25"," "
"2001/02","S08000028"," ","65plus years","Male","SMR01"," ","20"," ","931.97"," ","20"," ","931.97"," "
"2001/02","S08000028"," ","65plus years","Female","SMR01"," ","10"," ","321.54"," ","10"," ","321.54"," "
"2001/02","S08000029"," ","0-17 years","Male","SMR01"," ","30"," ","75.9"," ","30"," ","75.9"," "
"2001/02","S08000029"," ","0-17 years","Female","SMR01"," ","20"," ","52.72"," ","20"," ","52.72"," "
"2001/02","S08000029"," ","18-24 years","Male","SMR01"," ","10"," ","68.47"," ","10"," ","68.47"," "
"2001/02","S08000029"," ","18-24 years","Female","SMR01"," ","10"," ","66.98"," ","10"," ","66.98"," "
"2001/02","S08000029"," ","25-39 years","Male","SMR01"," ","30"," ","85.53"," ","20"," ","57.02"," "
"2001/02","S08000029"," ","25-39 years","Female","SMR01"," ","10"," ","26.74"," ","10"," ","26.74"," "
"2001/02","S08000029"," ","40-64 years","Male","SMR01"," ","90"," ","162.33"," ","60"," ","108.22"," "
"2001/02","S08000029"," ","40-64 years","Female","SMR01"," ","30"," ","51.81"," ","20"," ","34.54"," "
"2001/02","S08000029"," ","65plus years","Male","SMR01"," ","40"," ","173.04"," ","30"," ","129.78"," "
"2001/02","S08000029"," ","65plus years","Female","SMR01"," ","120"," ","354.62"," ","100"," ","295.52"," "
"2001/02","S08000030"," ","0-17 years","Male","SMR01"," ","30"," ","71.82"," ","30"," ","71.82"," "
"2001/02","S08000030"," ","0-17 years","Female","SMR01"," ","30"," ","75.29"," ","30"," ","75.29"," "
"2001/02","S08000030"," ","18-24 years","Male","SMR01"," ","30"," ","173.27"," ","30"," ","173.27"," "
"2001/02","S08000030"," ","18-24 years","Female","SMR01"," ","20"," ","122.74"," ","20"," ","122.74"," "
"2001/02","S08000030"," ","25-39 years","Male","SMR01"," ","40"," ","107.67"," ","40"," ","107.67"," "
"2001/02","S08000030"," ","25-39 years","Female","SMR01"," ","30"," ","75.45"," ","20"," ","50.3"," "
"2001/02","S08000030"," ","40-64 years","Male","SMR01"," ","90"," ","146.19"," ","80"," ","129.94"," "
"2001/02","S08000030"," ","40-64 years","Female","SMR01"," ","40"," ","61.93"," ","40"," ","61.93"," "
"2001/02","S08000030"," ","65plus years","Male","SMR01"," ","80"," ","277.51"," ","70"," ","242.82"," "
"2001/02","S08000030"," ","65plus years","Female","SMR01"," ","130"," ","312.06"," ","110"," ","264.05"," "
"2001/02","S08000031"," ","0-17 years","Male","SMR01"," ","70"," ","55.7"," ","60"," ","47.75"," "
"2001/02","S08000031"," ","0-17 years","Female","SMR01"," ","60"," ","50.49"," ","60"," ","50.49"," "
"2001/02","S08000031"," ","18-24 years","Male","SMR01"," ","50"," ","94.89"," ","50"," ","94.89"," "
"2001/02","S08000031"," ","18-24 years","Female","SMR01"," ","40"," ","72.03"," ","30"," ","54.02"," "
"2001/02","S08000031"," ","25-39 years","Male","SMR01"," ","260"," ","216.6"," ","200"," ","166.62"," "
"2001/02","S08000031"," ","25-39 years","Female","SMR01"," ","100"," ","75.36"," ","90"," ","67.83"," "
"2001/02","S08000031"," ","40-64 years","Male","SMR01"," ","700"," ","418.69"," ","540"," ","322.99"," "
"2001/02","S08000031"," ","40-64 years","Female","SMR01"," ","290"," ","163.75"," ","240"," ","135.52"," "
"2001/02","S08000031"," ","65plus years","Male","SMR01"," ","420"," ","610.39"," ","290"," ","421.46"," "
"2001/02","S08000031"," ","65plus years","Female","SMR01"," ","670"," ","619.57"," ","450"," ","416.13"," "
"2001/02","S08000032"," ","0-17 years","Male","SMR01"," ","40"," ","55.01"," ","40"," ","55.01"," "
"2001/02","S08000032"," ","0-17 years","Female","SMR01"," ","30"," ","43.22"," ","30"," ","43.22"," "
"2001/02","S08000032"," ","18-24 years","Male","SMR01"," ","20"," ","75.31"," ","20"," ","75.31"," "
"2001/02","S08000032"," ","18-24 years","Female","SMR01"," ","20"," ","77.56"," ","20"," ","77.56"," "
"2001/02","S08000032"," ","25-39 years","Male","SMR01"," ","110"," ","166.83"," ","90"," ","136.5"," "
"2001/02","S08000032"," ","25-39 years","Female","SMR01"," ","30"," ","41.71"," ","30"," ","41.71"," "
"2001/02","S08000032"," ","40-64 years","Male","SMR01"," ","230"," ","238.26"," ","180"," ","186.47"," "
"2001/02","S08000032"," ","40-64 years","Female","SMR01"," ","100"," ","96.13"," ","80"," ","76.9"," "
"2001/02","S08000032"," ","65plus years","Male","SMR01"," ","140"," ","383.38"," ","90"," ","246.46"," "
"2001/02","S08000032"," ","65plus years","Female","SMR01"," ","190"," ","351.08"," ","140"," ","258.69"," "
"2001/02","RA2702"," ","0-17 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2702"," ","0-17 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2702"," ","18-24 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2702"," ","18-24 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2702"," ","25-39 years","Male","SMR01"," ","10"," "," ",":","10"," "," ",":"
"2001/02","RA2702"," ","25-39 years","Female","SMR01"," ","10"," "," ",":","10"," "," ",":"
"2001/02","RA2702"," ","40-64 years","Male","SMR01"," ","20"," "," ",":","20"," "," ",":"
"2001/02","RA2702"," ","40-64 years","Female","SMR01"," ","10"," "," ",":","10"," "," ",":"
"2001/02","RA2702"," ","65plus years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2702"," ","65plus years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2701"," ","0-17 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2701"," ","0-17 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2701"," ","18-24 years","Male","SMR01"," ","10"," "," ",":","10"," "," ",":"
"2001/02","RA2701"," ","18-24 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2701"," ","25-39 years","Male","SMR01"," ","20"," "," ",":","20"," "," ",":"
"2001/02","RA2701"," ","25-39 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2701"," ","40-64 years","Male","SMR01"," ","50"," "," ",":","30"," "," ",":"
"2001/02","RA2701"," ","40-64 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2701"," ","65plus years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2701"," ","65plus years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2704"," ","0-17 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2704"," ","0-17 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2704"," ","18-24 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2704"," ","18-24 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2704"," ","25-39 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2704"," ","25-39 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2704"," ","40-64 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2704"," ","40-64 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2704"," ","65plus years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2704"," ","65plus years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2703"," ","0-17 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2703"," ","0-17 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2703"," ","18-24 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2703"," ","18-24 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2703"," ","25-39 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2703"," ","25-39 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2703"," ","40-64 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2703"," ","40-64 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2703"," ","65plus years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2001/02","RA2703"," ","65plus years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","S08000015"," ","0-17 years","Male","SMR01"," ","50"," ","123.3"," ","40"," ","98.64"," "
"2002/03","S08000015"," ","0-17 years","Female","SMR01"," ","60"," ","153.13"," ","50"," ","127.61"," "
"2002/03","S08000015"," ","18-24 years","Male","SMR01"," ","30"," ","217.69"," ","30"," ","217.69"," "
"2002/03","S08000015"," ","18-24 years","Female","SMR01"," ","20"," ","145.34"," ","20"," ","145.34"," "
"2002/03","S08000015"," ","25-39 years","Male","SMR01"," ","100"," ","288.91"," ","80"," ","231.13"," "
"2002/03","S08000015"," ","25-39 years","Female","SMR01"," ","50"," ","131.63"," ","40"," ","105.3"," "
"2002/03","S08000015"," ","40-64 years","Male","SMR01"," ","180"," ","299.48"," ","140"," ","232.93"," "
"2002/03","S08000015"," ","40-64 years","Female","SMR01"," ","80"," ","125.03"," ","70"," ","109.4"," "
"2002/03","S08000015"," ","65plus years","Male","SMR01"," ","100"," ","385.37"," ","80"," ","308.3"," "
"2002/03","S08000015"," ","65plus years","Female","SMR01"," ","120"," ","319.27"," ","110"," ","292.66"," "
"2002/03","S08000016"," ","0-17 years","Male","SMR01"," ","30"," ","261.01"," ","30"," ","261.01"," "
"2002/03","S08000016"," ","0-17 years","Female","SMR01"," ","30"," ","269.83"," ","30"," ","269.83"," "
"2002/03","S08000016"," ","18-24 years","Male","SMR01"," ","10"," ","307.22"," ","10"," ","307.22"," "
"2002/03","S08000016"," ","18-24 years","Female","SMR01"," ","10"," ","307.69"," ","10"," ","307.69"," "
"2002/03","S08000016"," ","25-39 years","Male","SMR01"," ","20"," ","198.89"," ","10"," ","99.44"," "
"2002/03","S08000016"," ","25-39 years","Female","SMR01"," ","10"," ","96.02"," ","10"," ","96.02"," "
"2002/03","S08000016"," ","40-64 years","Male","SMR01"," ","30"," ","162.78"," ","20"," ","108.52"," "
"2002/03","S08000016"," ","40-64 years","Female","SMR01"," ","20"," ","104.71"," ","20"," ","104.71"," "
"2002/03","S08000016"," ","65plus years","Male","SMR01"," ","50"," ","578.84"," ","40"," ","463.07"," "
"2002/03","S08000016"," ","65plus years","Female","SMR01"," ","80"," ","679.46"," ","70"," ","594.53"," "
"2002/03","S08000017"," ","0-17 years","Male","SMR01"," ","10"," ","62.85"," ","10"," ","62.85"," "
"2002/03","S08000017"," ","0-17 years","Female","SMR01"," ","20"," ","132.22"," ","10"," ","66.11"," "
"2002/03","S08000017"," ","18-24 years","Male","SMR01"," ","10"," ","216.87"," ","10"," ","216.87"," "
"2002/03","S08000017"," ","18-24 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2002/03","S08000017"," ","25-39 years","Male","SMR01"," ","10"," ","76.5"," ","10"," ","76.5"," "
"2002/03","S08000017"," ","25-39 years","Female","SMR01"," ","10"," ","72.03"," ","10"," ","72.03"," "
"2002/03","S08000017"," ","40-64 years","Male","SMR01"," ","40"," ","158.32"," ","30"," ","118.74"," "
"2002/03","S08000017"," ","40-64 years","Female","SMR01"," ","30"," ","113.7"," ","30"," ","113.7"," "
"2002/03","S08000017"," ","65plus years","Male","SMR01"," ","40"," ","320.9"," ","30"," ","240.67"," "
"2002/03","S08000017"," ","65plus years","Female","SMR01"," ","70"," ","424.24"," ","50"," ","303.03"," "
"2002/03","S08000019"," ","0-17 years","Male","SMR01"," ","20"," ","63.69"," ","20"," ","63.69"," "
"2002/03","S08000019"," ","0-17 years","Female","SMR01"," ","20"," ","66.28"," ","20"," ","66.28"," "
"2002/03","S08000019"," ","18-24 years","Male","SMR01"," ","10"," ","82.9"," ","10"," ","82.9"," "
"2002/03","S08000019"," ","18-24 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2002/03","S08000019"," ","25-39 years","Male","SMR01"," ","20"," ","70.5"," ","20"," ","70.5"," "
"2002/03","S08000019"," ","25-39 years","Female","SMR01"," ","10"," ","32.64"," ","10"," ","32.64"," "
"2002/03","S08000019"," ","40-64 years","Male","SMR01"," ","80"," ","176.8"," ","70"," ","154.7"," "
"2002/03","S08000019"," ","40-64 years","Female","SMR01"," ","40"," ","85.04"," ","30"," ","63.78"," "
"2002/03","S08000019"," ","65plus years","Male","SMR01"," ","40"," ","223.56"," ","30"," ","167.67"," "
"2002/03","S08000019"," ","65plus years","Female","SMR01"," ","60"," ","234.74"," ","50"," ","195.62"," "
"2002/03","S08000020"," ","0-17 years","Male","SMR01"," ","40"," ","69.48"," ","30"," ","52.11"," "
"2002/03","S08000020"," ","0-17 years","Female","SMR01"," ","40"," ","73.61"," ","30"," ","55.2"," "
"2002/03","S08000020"," ","18-24 years","Male","SMR01"," ","30"," ","120.06"," ","30"," ","120.06"," "
"2002/03","S08000020"," ","18-24 years","Female","SMR01"," ","20"," ","85.98"," ","20"," ","85.98"," "
"2002/03","S08000020"," ","25-39 years","Male","SMR01"," ","80"," ","139.31"," ","70"," ","121.9"," "
"2002/03","S08000020"," ","25-39 years","Female","SMR01"," ","30"," ","52.63"," ","30"," ","52.63"," "
"2002/03","S08000020"," ","40-64 years","Male","SMR01"," ","230"," ","263.83"," ","170"," ","195.01"," "
"2002/03","S08000020"," ","40-64 years","Female","SMR01"," ","100"," ","116.82"," ","80"," ","93.45"," "
"2002/03","S08000020"," ","65plus years","Male","SMR01"," ","120"," ","360.3"," ","110"," ","330.27"," "
"2002/03","S08000020"," ","65plus years","Female","SMR01"," ","180"," ","386.85"," ","160"," ","343.86"," "
"2002/03","S08000022"," ","0-17 years","Male","SMR01"," ","30"," ","89.77"," ","30"," ","89.77"," "
"2002/03","S08000022"," ","0-17 years","Female","SMR01"," ","30"," ","95.7"," ","30"," ","95.7"," "
"2002/03","S08000022"," ","18-24 years","Male","SMR01"," ","30"," ","266.52"," ","30"," ","266.52"," "
"2002/03","S08000022"," ","18-24 years","Female","SMR01"," ","20"," ","223.49"," ","20"," ","223.49"," "
"2002/03","S08000022"," ","25-39 years","Male","SMR01"," ","90"," ","319.18"," ","60"," ","212.79"," "
"2002/03","S08000022"," ","25-39 years","Female","SMR01"," ","40"," ","137.02"," ","40"," ","137.02"," "
"2002/03","S08000022"," ","40-64 years","Male","SMR01"," ","290"," ","549.38"," ","220"," ","416.77"," "
"2002/03","S08000022"," ","40-64 years","Female","SMR01"," ","140"," ","262.89"," ","90"," ","169"," "
"2002/03","S08000022"," ","65plus years","Male","SMR01"," ","160"," ","724.97"," ","120"," ","543.72"," "
"2002/03","S08000022"," ","65plus years","Female","SMR01"," ","220"," ","725.9"," ","170"," ","560.93"," "
"2002/03","S08000024"," ","0-17 years","Male","SMR01"," ","80"," ","97.61"," ","60"," ","73.21"," "
"2002/03","S08000024"," ","0-17 years","Female","SMR01"," ","40"," ","50.91"," ","30"," ","38.18"," "
"2002/03","S08000024"," ","18-24 years","Male","SMR01"," ","30"," ","78.21"," ","30"," ","78.21"," "
"2002/03","S08000024"," ","18-24 years","Female","SMR01"," ","20"," ","49.59"," ","20"," ","49.59"," "
"2002/03","S08000024"," ","25-39 years","Male","SMR01"," ","100"," ","111.88"," ","80"," ","89.5"," "
"2002/03","S08000024"," ","25-39 years","Female","SMR01"," ","60"," ","63.41"," ","50"," ","52.84"," "
"2002/03","S08000024"," ","40-64 years","Male","SMR01"," ","300"," ","255.33"," ","200"," ","170.22"," "
"2002/03","S08000024"," ","40-64 years","Female","SMR01"," ","130"," ","105.34"," ","110"," ","89.13"," "
"2002/03","S08000024"," ","65plus years","Male","SMR01"," ","240"," ","511.07"," ","160"," ","340.72"," "
"2002/03","S08000024"," ","65plus years","Female","SMR01"," ","360"," ","523.84"," ","260"," ","378.33"," "
"2002/03","S08000025"," ","0-17 years","Male","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2002/03","S08000025"," ","0-17 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2002/03","S08000025"," ","18-24 years","Male","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2002/03","S08000025"," ","18-24 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2002/03","S08000025"," ","25-39 years","Male","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2002/03","S08000025"," ","25-39 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2002/03","S08000025"," ","40-64 years","Male","SMR01"," ","30"," ","870.32"," ","20"," ","580.21"," "
"2002/03","S08000025"," ","40-64 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2002/03","S08000025"," ","65plus years","Male","SMR01"," ","10"," ","713.78"," ","0"," ","0"," "
"2002/03","S08000025"," ","65plus years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2002/03","S08000026"," ","0-17 years","Male","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2002/03","S08000026"," ","0-17 years","Female","SMR01"," ","10"," ","384.02"," ","10"," ","384.02"," "
"2002/03","S08000026"," ","18-24 years","Male","SMR01"," ","10"," ","1186.24"," ","0"," ","0"," "
"2002/03","S08000026"," ","18-24 years","Female","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2002/03","S08000026"," ","25-39 years","Male","SMR01"," ","10"," ","429.37"," ","10"," ","429.37"," "
"2002/03","S08000026"," ","25-39 years","Female","SMR01"," ","10"," ","441.5"," ","10"," ","441.5"," "
"2002/03","S08000026"," ","40-64 years","Male","SMR01"," ","30"," ","778.41"," ","20"," ","518.94"," "
"2002/03","S08000026"," ","40-64 years","Female","SMR01"," ","20"," ","566.73"," ","10"," ","283.37"," "
"2002/03","S08000026"," ","65plus years","Male","SMR01"," ","10"," ","773.99"," ","0"," ","0"," "
"2002/03","S08000026"," ","65plus years","Female","SMR01"," ","10"," ","543.48"," ","0"," ","0"," "
"2002/03","S08000028"," ","0-17 years","Male","SMR01"," ","0"," ","0"," ","0"," ","0"," "
"2002/03","S08000028"," ","0-17 years","Female","SMR01"," ","10"," ","359.84"," ","10"," ","359.84"," "
"2002/03","S08000028"," ","18-24 years","Male","SMR01"," ","10"," ","1204.82"," ","10"," ","1204.82"," "
"2002/03","S08000028"," ","18-24 years","Female","SMR01"," ","10"," ","1477.1"," ","0"," ","0"," "
"2002/03","S08000028"," ","25-39 years","Male","SMR01"," ","30"," ","1235.08"," ","20"," ","823.38"," "
"2002/03","S08000028"," ","25-39 years","Female","SMR01"," ","10"," ","418.41"," ","10"," ","418.41"," "
"2002/03","S08000028"," ","40-64 years","Male","SMR01"," ","60"," ","1266.62"," ","50"," ","1055.52"," "
"2002/03","S08000028"," ","40-64 years","Female","SMR01"," ","20"," ","451.47"," ","20"," ","451.47"," "
"2002/03","S08000028"," ","65plus years","Male","SMR01"," ","20"," ","933.27"," ","20"," ","933.27"," "
"2002/03","S08000028"," ","65plus years","Female","SMR01"," ","20"," ","642.47"," ","10"," ","321.23"," "
"2002/03","S08000029"," ","0-17 years","Male","SMR01"," ","30"," ","77.12"," ","30"," ","77.12"," "
"2002/03","S08000029"," ","0-17 years","Female","SMR01"," ","20"," ","53.29"," ","20"," ","53.29"," "
"2002/03","S08000029"," ","18-24 years","Male","SMR01"," ","20"," ","131.35"," ","20"," ","131.35"," "
"2002/03","S08000029"," ","18-24 years","Female","SMR01"," ","20"," ","128.2"," ","20"," ","128.2"," "
"2002/03","S08000029"," ","25-39 years","Male","SMR01"," ","30"," ","87.83"," ","20"," ","58.55"," "
"2002/03","S08000029"," ","25-39 years","Female","SMR01"," ","20"," ","54.6"," ","20"," ","54.6"," "
"2002/03","S08000029"," ","40-64 years","Male","SMR01"," ","50"," ","88.88"," ","40"," ","71.1"," "
"2002/03","S08000029"," ","40-64 years","Female","SMR01"," ","40"," ","67.97"," ","20"," ","33.99"," "
"2002/03","S08000029"," ","65plus years","Male","SMR01"," ","80"," ","339.69"," ","60"," ","254.77"," "
"2002/03","S08000029"," ","65plus years","Female","SMR01"," ","110"," ","323.22"," ","80"," ","235.07"," "
"2002/03","S08000030"," ","0-17 years","Male","SMR01"," ","20"," ","48.61"," ","20"," ","48.61"," "
"2002/03","S08000030"," ","0-17 years","Female","SMR01"," ","20"," ","50.65"," ","20"," ","50.65"," "
"2002/03","S08000030"," ","18-24 years","Male","SMR01"," ","10"," ","57.75"," ","10"," ","57.75"," "
"2002/03","S08000030"," ","18-24 years","Female","SMR01"," ","20"," ","121.37"," ","20"," ","121.37"," "
"2002/03","S08000030"," ","25-39 years","Male","SMR01"," ","30"," ","82.91"," ","30"," ","82.91"," "
"2002/03","S08000030"," ","25-39 years","Female","SMR01"," ","20"," ","51.64"," ","20"," ","51.64"," "
"2002/03","S08000030"," ","40-64 years","Male","SMR01"," ","80"," ","128"," ","70"," ","112"," "
"2002/03","S08000030"," ","40-64 years","Female","SMR01"," ","40"," ","61.03"," ","40"," ","61.03"," "
"2002/03","S08000030"," ","65plus years","Male","SMR01"," ","70"," ","239.59"," ","60"," ","205.37"," "
"2002/03","S08000030"," ","65plus years","Female","SMR01"," ","120"," ","287.61"," ","100"," ","239.68"," "
"2002/03","S08000031"," ","0-17 years","Male","SMR01"," ","60"," ","48.3"," ","60"," ","48.3"," "
"2002/03","S08000031"," ","0-17 years","Female","SMR01"," ","40"," ","33.91"," ","40"," ","33.91"," "
"2002/03","S08000031"," ","18-24 years","Male","SMR01"," ","50"," ","93.01"," ","40"," ","74.41"," "
"2002/03","S08000031"," ","18-24 years","Female","SMR01"," ","20"," ","35.57"," ","20"," ","35.57"," "
"2002/03","S08000031"," ","25-39 years","Male","SMR01"," ","210"," ","179.65"," ","180"," ","153.99"," "
"2002/03","S08000031"," ","25-39 years","Female","SMR01"," ","80"," ","61.99"," ","60"," ","46.49"," "
"2002/03","S08000031"," ","40-64 years","Male","SMR01"," ","730"," ","432.18"," ","580"," ","343.38"," "
"2002/03","S08000031"," ","40-64 years","Female","SMR01"," ","270"," ","150.87"," ","220"," ","122.93"," "
"2002/03","S08000031"," ","65plus years","Male","SMR01"," ","480"," ","694.53"," ","330"," ","477.49"," "
"2002/03","S08000031"," ","65plus years","Female","SMR01"," ","680"," ","631.24"," ","450"," ","417.73"," "
"2002/03","S08000032"," ","0-17 years","Male","SMR01"," ","30"," ","41.66"," ","30"," ","41.66"," "
"2002/03","S08000032"," ","0-17 years","Female","SMR01"," ","20"," ","29.02"," ","20"," ","29.02"," "
"2002/03","S08000032"," ","18-24 years","Male","SMR01"," ","20"," ","73.28"," ","20"," ","73.28"," "
"2002/03","S08000032"," ","18-24 years","Female","SMR01"," ","20"," ","75.23"," ","20"," ","75.23"," "
"2002/03","S08000032"," ","25-39 years","Male","SMR01"," ","140"," ","216.4"," ","100"," ","154.57"," "
"2002/03","S08000032"," ","25-39 years","Female","SMR01"," ","60"," ","85.24"," ","50"," ","71.03"," "
"2002/03","S08000032"," ","40-64 years","Male","SMR01"," ","270"," ","274.92"," ","210"," ","213.83"," "
"2002/03","S08000032"," ","40-64 years","Female","SMR01"," ","110"," ","104.16"," ","80"," ","75.76"," "
"2002/03","S08000032"," ","65plus years","Male","SMR01"," ","140"," ","378.39"," ","100"," ","270.28"," "
"2002/03","S08000032"," ","65plus years","Female","SMR01"," ","220"," ","403.01"," ","150"," ","274.78"," "
"2002/03","RA2702"," ","0-17 years","Male","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2702"," ","0-17 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2702"," ","18-24 years","Male","SMR01"," ","10"," "," ",":","10"," "," ",":"
"2002/03","RA2702"," ","18-24 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2702"," ","25-39 years","Male","SMR01"," ","10"," "," ",":","10"," "," ",":"
"2002/03","RA2702"," ","25-39 years","Female","SMR01"," ","0"," "," ",":","0"," "," ",":"
"2002/03","RA2702"," ","40-64 years","Male","SMR01"," ","10"," "," ",":","10"," "," ",":"
